Name,DOB,Club,gender,result,discipline,date,competition_id,result_id
Camden Kelly,01-01-86,Legia Warsawa,M,21.66,200,06-03-15,60,94014
Mia Greene,04-10-99,Gornik Zabrze,F,23.56,200,06-03-15,60,94082
Jerome Holmes,11-24-93,Wisla Plock,M,20.4,200,06-03-15,60,94215
Raphael Wiley,04-20-90,Pogon Szczecin,M,48.53,400,06-03-15,60,94275
Jonas Murphy,05-03-01,Pogon Szczecin,M,11.2,100,06-03-15,60,94354
Jason Jones,05-14-94,Zaglebie Lubin,M,45.23,400,06-03-15,60,94613
Beverly Beach,04-03-00,Gornik Zabrze,F,135.72,800,06-03-15,60,94663
Austin Gibbs,12-23-91,Korona Kielce,M,109.9,800,06-03-15,60,94957
Nathan Irwin,12-19-04,Lechia Gdansk,M,221.62,1500,06-03-15,60,94968
Anthony Kidd,09-28-97,Arka Gdynia,M,20.38,200,06-03-15,60,94984
Ursa Dickerson,05-04-87,Lechia Gdansk,F,127.38,800,06-03-15,60,94996
Keaton Wise,11-10-95,Wisla Plock,M,109.05,800,06-03-15,60,95044
Igor Wright,08-01-90,Gornik Zabrze,M,46.31,400,06-03-15,60,95054
Shannon Preston,12-11-85,Pogon Szczecin,F,136.0,800,06-03-15,60,95114
Axel Griffin,09-09-99,Arka Gdynia,M,12.62,100,06-03-15,60,95220
Bo Rodriguez,05-02-88,Korona Kielce,F,23.94,200,06-03-15,60,95224
Emily Bryant,01-14-01,Bruk-Bet Termalica Nieciecza,F,24.96,200,06-03-15,60,95253
Norman Stevens,01-29-04,Sandecja Nowy Sacz,M,222.38,1500,06-03-15,60,95260
Kamal Joseph,11-29-86,Wisla Plock,M,145.07,1000,06-03-15,60,95285
Tyrone Knight,08-28-81,Cracovia,M,12.45,100,06-03-15,60,95296
Sybill Buchanan,07-31-84,Slask Wroclaw,F,187.38,1000,06-03-15,60,95470
Tanek Ferrell,01-13-01,Sandecja Nowy Sacz,M,21.79,200,06-03-15,60,95595
Randall Mendez,04-14-94,Legia Warsawa,M,48.25,400,06-03-15,60,96126
Angelica Lawson,02-04-93,Pogon Szczecin,F,193.5,1000,06-03-15,60,96177
Kylan Alvarado,01-03-88,Zaglebie Lubin,F,190.67,1000,06-03-15,60,96300
Jena Whitney,05-13-91,Lechia Gdansk,F,25.59,200,06-03-15,60,96303
Shellie Jacobson,06-09-01,Piast Gliwice,F,250.93,1500,06-03-15,60,96478
Eliana Mccullough,01-31-96,Arka Gdynia,F,13.13,100,06-03-15,60,96601
Briar Fuller,01-14-86,Jagiellonia Bialystok,F,23.87,200,06-03-15,60,96736
Wing Sherman,05-05-81,Lechia Gdansk,M,20.73,200,06-03-15,60,96822
Joshua Potts,08-06-82,Jagiellonia Bialystok,M,106.32,800,06-03-15,60,96853
Kylan Alvarado,01-03-88,Zaglebie Lubin,F,188.86,1000,06-03-15,60,96880
Rina Gibson,02-23-94,Wisla Krakowa,F,52.14,400,06-03-15,60,97113
Lionel Rivera,03-12-82,Zaglebie Lubin,M,229.37,1500,06-03-15,60,97136
Wing Sherman,05-05-81,Lechia Gdansk,M,49.68,400,06-03-15,60,97212
Brenda Dodson,05-01-98,Lechia Gdansk,F,56.28,400,06-03-15,60,97315
Samson Martin,03-27-86,Gornik Zabrze,M,46.98,400,06-03-15,60,97431
Damian Monroe,04-07-99,Cracovia,M,218.44,1500,06-03-15,60,97510
Warren Bowman,02-14-89,Lechia Gdansk,M,10.14,100,06-03-15,60,97608
Samuel Sharpe,10-20-83,Lech Poznan,M,12.99,100,06-03-15,60,97611
Norman Stevens,01-29-04,Sandecja Nowy Sacz,M,211.1,1500,06-03-15,60,97978
Katelyn Lott,07-09-96,Pogon Szczecin,F,190.0,1000,06-03-15,60,97979
Francis Hatfield,04-29-04,Cracovia,M,45.23,400,06-03-15,60,98007
Ezra Tucker,06-14-87,Wisla Plock,M,238.55,1500,06-03-15,60,98023
Karina Matthews,09-25-95,Gornik Zabrze,F,139.88,800,06-03-15,60,98126
Aspen Lowe,09-29-94,Jagiellonia Bialystok,F,25.46,200,06-03-15,60,98134
Forrest Medina,05-22-02,Cracovia,M,11.44,100,06-03-15,60,98253
Basia Craft,07-11-98,Piast Gliwice,F,265.32,1500,06-03-15,60,98272
Germane Bush,12-21-84,Piast Gliwice,F,183.79,1000,06-03-15,60,98296
Henry Bartlett,04-24-02,Wisla Krakowa,M,20.97,200,06-03-15,60,98512
Indira Mercado,11-26-00,Pogon Szczecin,F,194.56,1000,06-03-15,60,98556
Jorden Glenn,02-10-93,Pogon Szczecin,F,14.8,100,06-03-15,60,98727
Ezekiel Church,07-09-93,Cracovia,M,223.29,1500,06-03-15,60,98730
Aaron Leon,09-18-89,Zaglebie Lubin,M,223.21,1500,06-03-15,60,98880
Timothy Ellis,02-10-97,Lech Poznan,M,21.68,200,06-03-15,60,98949
Avye Rosario,04-14-89,Pogon Szczecin,F,263.84,1500,06-03-15,60,98952
Adele Dickerson,09-27-84,Arka Gdynia,F,24.57,200,06-03-15,60,99009
Rina Gibson,02-23-94,Wisla Krakowa,F,171.89,1000,06-03-15,60,99051
Harrison Mathis,03-05-05,Jagiellonia Bialystok,M,152.21,1000,06-03-15,60,99066
Yoshio Meyers,12-20-90,Arka Gdynia,M,22.03,200,06-03-15,60,99132
Wyatt Benson,05-23-91,Lech Poznan,M,22.16,200,06-03-15,60,99176
Jerome Holmes,11-24-93,Wisla Plock,M,152.87,1000,06-03-15,60,99211
Gavin Brennan,05-24-82,Sandecja Nowy Sacz,M,10.33,100,06-03-15,60,99451
Fitzgerald Webster,04-21-87,Cracovia,M,157.33,1000,06-03-15,60,99518
Peter Reeves,05-01-81,Bruk-Bet Termalica Nieciecza,M,12.47,100,06-03-15,60,99659
Indira Mercado,11-26-00,Pogon Szczecin,F,25.29,200,06-03-15,60,99811
Burton Ball,06-12-03,Pogon Szczecin,M,106.37,800,06-03-15,60,99816
Lane Shepherd,04-07-89,Lechia Gdansk,M,11.58,100,06-03-15,60,99853
Lila Pollard,12-22-91,Lechia Gdansk,F,247.17,1500,06-03-15,60,99919
Dylan Sellers,06-05-85,Korona Kielce,M,22.57,200,06-03-15,60,99991
